# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-08 23:45:32 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06934500 Missouri River at Hermann, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06934500
#            TS   parameter     statistic     Description
#         75911       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	75911_00060_00003	75911_00060_00003_cd
USGS	06934500	1930-07-09	50200	A
USGS	06934500	1930-07-10	50800	A
USGS	06934500	1930-07-11	49000	A
USGS	06934500	1930-07-12	47200	A
USGS	06934500	1930-07-13	45400	A
USGS	06934500	1930-07-14	44200	A
USGS	06934500	1930-07-15	43000	A
USGS	06934500	1930-07-16	42400	A
USGS	06934500	1930-07-17	42400	A
USGS	06934500	1930-07-18	43000	A
USGS	06934500	1930-07-19	41800	A
USGS	06934500	1930-07-20	41200	A
USGS	06934500	1930-07-21	39400	A
USGS	06934500	1930-07-22	38800	A
USGS	06934500	1930-07-23	38300	A
USGS	06934500	1930-07-24	37100	A
USGS	06934500	1930-07-25	35900	A
USGS	06934500	1930-07-26	35400	A
USGS	06934500	1930-07-27	34200	A
USGS	06934500	1930-07-28	33600	A
USGS	06934500	1930-07-29	32000	A
USGS	06934500	1930-07-30	30800	A
USGS	06934500	1930-07-31	29700	A
USGS	06934500	1930-08-01	29900	A
USGS	06934500	1930-08-02	29900	A
USGS	06934500	1930-08-03	29400	A
USGS	06934500	1930-08-04	28800	A
USGS	06934500	1930-08-05	28200	A
USGS	06934500	1930-08-06	28200	A
USGS	06934500	1930-08-07	27700	A
USGS	06934500	1930-08-08	27700	A
USGS	06934500	1930-08-09	28800	A
USGS	06934500	1930-08-10	30500	A
USGS	06934500	1930-08-11	31000	A
USGS	06934500	1930-08-12	30500	A
USGS	06934500	1930-08-13	29900	A
USGS	06934500	1930-08-14	31600	A
USGS	06934500	1930-08-15	31600	A
USGS	06934500	1930-08-16	30500	A
USGS	06934500	1930-08-17	29900	A
USGS	06934500	1930-08-18	29400	A
USGS	06934500	1930-08-19	28800	A
USGS	06934500	1930-08-20	28800	A
USGS	06934500	1930-08-21	28800	A
USGS	06934500	1930-08-22	33300	A
USGS	06934500	1930-08-23	39000	A
USGS	06934500	1930-08-24	38500	A
USGS	06934500	1930-08-25	38500	A
USGS	06934500	1930-08-26	40200	A
USGS	06934500	1930-08-27	37900	A
USGS	06934500	1930-08-28	34400	A
USGS	06934500	1930-08-29	35000	A
USGS	06934500	1930-08-30	36700	A
USGS	06934500	1930-08-31	36100	A
USGS	06934500	1930-09-01	35400	A
USGS	06934500	1930-09-02	34200	A
USGS	06934500	1930-09-03	36500	A
USGS	06934500	1930-09-04	35900	A
USGS	06934500	1930-09-05	36500	A
USGS	06934500	1930-09-06	35900	A
USGS	06934500	1930-09-07	41200	A
USGS	06934500	1930-09-08	55000	A
USGS	06934500	1930-09-09	52000	A
USGS	06934500	1930-09-10	49000	A
USGS	06934500	1930-09-11	43600	A
USGS	06934500	1930-09-12	39400	A
USGS	06934500	1930-09-13	41800	A
USGS	06934500	1930-09-14	43600	A
USGS	06934500	1930-09-15	48400	A
USGS	06934500	1930-09-16	57000	A
USGS	06934500	1930-09-17	60000	A
USGS	06934500	1930-09-18	63100	A
USGS	06934500	1930-09-19	66400	A
USGS	06934500	1930-09-20	64200	A
USGS	06934500	1930-09-21	51400	A
USGS	06934500	1930-09-22	46000	A
USGS	06934500	1930-09-23	41200	A
USGS	06934500	1930-09-24	38800	A
USGS	06934500	1930-09-25	35900	A
USGS	06934500	1930-09-26	34800	A
USGS	06934500	1930-09-27	32000	A
USGS	06934500	1930-09-28	32000	A
USGS	06934500	1930-09-29	29700	A
USGS	06934500	1930-09-30	28000	A
USGS	06934500	1930-10-01	26900	A
USGS	06934500	1930-10-02	26400	A
USGS	06934500	1930-10-03	26400	A
USGS	06934500	1930-10-04	26400	A
USGS	06934500	1930-10-05	25800	A
USGS	06934500	1930-10-06	25800	A
USGS	06934500	1930-10-07	26400	A
USGS	06934500	1930-10-08	28600	A
USGS	06934500	1930-10-09	29200	A
USGS	06934500	1930-10-10	28600	A
USGS	06934500	1930-10-11	28600	A
USGS	06934500	1930-10-12	28600	A
USGS	06934500	1930-10-13	29200	A
USGS	06934500	1930-10-14	29200	A
USGS	06934500	1930-10-15	30300	A
USGS	06934500	1930-10-16	33100	A
USGS	06934500	1930-10-17	33600	A
USGS	06934500	1930-10-18	34200	A
USGS	06934500	1930-10-19	36500	A
USGS	06934500	1930-10-20	48400	A
USGS	06934500	1930-10-21	52000	A
USGS	06934500	1930-10-22	49000	A
USGS	06934500	1930-10-23	46600	A
USGS	06934500	1930-10-24	44200	A
USGS	06934500	1930-10-25	43000	A
USGS	06934500	1930-10-26	40600	A
USGS	06934500	1930-10-27	36500	A
USGS	06934500	1930-10-28	34800	A
USGS	06934500	1930-10-29	33600	A
USGS	06934500	1930-10-30	30800	A
USGS	06934500	1930-10-31	30800	A
USGS	06934500	1930-11-01	31800	A
USGS	06934500	1930-11-02	35200	A
USGS	06934500	1930-11-03	38400	A
USGS	06934500	1930-11-04	36100	A
USGS	06934500	1930-11-05	33300	A
USGS	06934500	1930-11-06	31600	A
USGS	06934500	1930-11-07	28500	A
USGS	06934500	1930-11-08	29000	A
USGS	06934500	1930-11-09	29000	A
USGS	06934500	1930-11-10	28500	A
USGS	06934500	1930-11-11	28500	A
USGS	06934500	1930-11-12	27900	A
USGS	06934500	1930-11-13	27400	A
USGS	06934500	1930-11-14	27400	A
USGS	06934500	1930-11-15	27400	A
USGS	06934500	1930-11-16	27900	A
USGS	06934500	1930-11-17	27900	A
USGS	06934500	1930-11-18	27900	A
USGS	06934500	1930-11-19	27400	A
USGS	06934500	1930-11-20	28500	A
USGS	06934500	1930-11-21	29000	A
USGS	06934500	1930-11-22	30700	A
USGS	06934500	1930-11-23	38100	A
USGS	06934500	1930-11-24	38100	A
USGS	06934500	1930-11-25	46200	A
USGS	06934500	1930-11-26	48000	A
USGS	06934500	1930-11-27	51000	A
USGS	06934500	1930-11-28	52200	A
USGS	06934500	1930-11-29	48600	A
USGS	06934500	1930-11-30	45000	A
USGS	06934500	1930-12-01	43600	A
USGS	06934500	1930-12-02	43000	A
USGS	06934500	1930-12-03	41800	A
USGS	06934500	1930-12-04	42400	A
USGS	06934500	1930-12-05	41200	A
USGS	06934500	1930-12-06	37100	A
USGS	06934500	1930-12-07	34800	A
USGS	06934500	1930-12-08	34200	A
USGS	06934500	1930-12-09	35400	A
USGS	06934500	1930-12-10	36500	A
USGS	06934500	1930-12-11	34800	A
USGS	06934500	1930-12-12	33100	A
USGS	06934500	1930-12-13	31400	A
USGS	06934500	1930-12-14	29700	A
USGS	06934500	1930-12-15	29200	A
USGS	06934500	1930-12-16	28600	A
USGS	06934500	1930-12-17	28600	A
USGS	06934500	1930-12-18	29200	A
USGS	06934500	1930-12-19	29200	A
USGS	06934500	1930-12-20	29200	A
USGS	06934500	1930-12-21	27500	A
USGS	06934500	1930-12-22	26400	A
USGS	06934500	1930-12-23	24700	A
USGS	06934500	1930-12-24	22800	A
USGS	06934500	1930-12-25	22800	A
USGS	06934500	1930-12-26	21900	A
USGS	06934500	1930-12-27	21400	A
USGS	06934500	1930-12-28	20600	A
USGS	06934500	1930-12-29	18900	A
USGS	06934500	1930-12-30	17700	A
USGS	06934500	1930-12-31	15800	A
USGS	06934500	1931-01-01	15800	A
USGS	06934500	1931-01-02	16200	A
USGS	06934500	1931-01-03	16500	A
USGS	06934500	1931-01-04	16900	A
USGS	06934500	1931-01-05	17700	A
USGS	06934500	1931-01-06	17700	A
USGS	06934500	1931-01-07	17700	A
USGS	06934500	1931-01-08	17700	A
USGS	06934500	1931-01-09	17700	A
USGS	06934500	1931-01-10	18500	A
USGS	06934500	1931-01-11	18900	A
USGS	06934500	1931-01-12	19700	A
USGS	06934500	1931-01-13	21000	A
USGS	06934500	1931-01-14	21000	A
USGS	06934500	1931-01-15	21400	A
USGS	06934500	1931-01-16	22700	A
USGS	06934500	1931-01-17	21800	A
USGS	06934500	1931-01-18	20100	A
USGS	06934500	1931-01-19	20100	A
USGS	06934500	1931-01-20	20600	A
USGS	06934500	1931-01-21	22300	A
USGS	06934500	1931-01-22	22300	A
USGS	06934500	1931-01-23	21000	A
USGS	06934500	1931-01-24	19300	A
USGS	06934500	1931-01-25	18500	A
USGS	06934500	1931-01-26	18500	A
USGS	06934500	1931-01-27	19300	A
USGS	06934500	1931-01-28	18500	A
USGS	06934500	1931-01-29	18500	A
USGS	06934500	1931-01-30	18100	A
USGS	06934500	1931-01-31	18900	A
USGS	06934500	1931-02-01	18500	A
USGS	06934500	1931-02-02	18900	A
USGS	06934500	1931-02-03	20600	A
USGS	06934500	1931-02-04	34800	A
USGS	06934500	1931-02-05	40600	A
USGS	06934500	1931-02-06	37100	A
USGS	06934500	1931-02-07	34800	A
USGS	06934500	1931-02-08	34200	A
USGS	06934500	1931-02-09	33600	A
USGS	06934500	1931-02-10	35400	A
USGS	06934500	1931-02-11	37100	A
USGS	06934500	1931-02-12	37100	A
USGS	06934500	1931-02-13	37100	A
USGS	06934500	1931-02-14	38300	A
USGS	06934500	1931-02-15	37100	A
USGS	06934500	1931-02-16	35900	A
USGS	06934500	1931-02-17	36500	A
USGS	06934500	1931-02-18	38300	A
USGS	06934500	1931-02-19	37700	A
USGS	06934500	1931-02-20	38300	A
USGS	06934500	1931-02-21	36500	A
USGS	06934500	1931-02-22	33100	A
USGS	06934500	1931-02-23	32000	A
USGS	06934500	1931-02-24	33600	A
USGS	06934500	1931-02-25	33600	A
USGS	06934500	1931-02-26	33600	A
USGS	06934500	1931-02-27	33100	A
USGS	06934500	1931-02-28	32000	A
USGS	06934500	1931-03-01	32500	A
USGS	06934500	1931-03-02	31400	A
USGS	06934500	1931-03-03	30800	A
USGS	06934500	1931-03-04	31400	A
USGS	06934500	1931-03-05	32000	A
USGS	06934500	1931-03-06	32000	A
USGS	06934500	1931-03-07	33600	A
USGS	06934500	1931-03-08	33100	A
USGS	06934500	1931-03-09	33100	A
USGS	06934500	1931-03-10	35400	A
USGS	06934500	1931-03-11	37100	A
USGS	06934500	1931-03-12	40600	A
USGS	06934500	1931-03-13	43000	A
USGS	06934500	1931-03-14	44200	A
USGS	06934500	1931-03-15	43000	A
USGS	06934500	1931-03-16	41800	A
USGS	06934500	1931-03-17	43600	A
USGS	06934500	1931-03-18	43000	A
USGS	06934500	1931-03-19	40600	A
USGS	06934500	1931-03-20	38300	A
USGS	06934500	1931-03-21	37700	A
USGS	06934500	1931-03-22	36500	A
USGS	06934500	1931-03-23	35900	A
USGS	06934500	1931-03-24	35400	A
USGS	06934500	1931-03-25	35400	A
USGS	06934500	1931-03-26	34800	A
USGS	06934500	1931-03-27	35400	A
USGS	06934500	1931-03-28	52000	A
USGS	06934500	1931-03-29	56000	A
USGS	06934500	1931-03-30	47200	A
USGS	06934500	1931-03-31	43600	A
USGS	06934500	1931-04-01	42800	A
USGS	06934500	1931-04-02	42800	A
USGS	06934500	1931-04-03	44000	A
USGS	06934500	1931-04-04	44000	A
USGS	06934500	1931-04-05	44000	A
USGS	06934500	1931-04-06	44600	A
USGS	06934500	1931-04-07	48800	A
USGS	06934500	1931-04-08	47600	A
USGS	06934500	1931-04-09	42800	A
USGS	06934500	1931-04-10	40400	A
USGS	06934500	1931-04-11	38700	A
USGS	06934500	1931-04-12	35800	A
USGS	06934500	1931-04-13	34600	A
USGS	06934500	1931-04-14	33500	A
USGS	06934500	1931-04-15	34100	A
USGS	06934500	1931-04-16	38700	A
USGS	06934500	1931-04-17	44600	A
USGS	06934500	1931-04-18	49400	A
USGS	06934500	1931-04-19	53000	A
USGS	06934500	1931-04-20	51800	A
USGS	06934500	1931-04-21	47200	A
USGS	06934500	1931-04-22	43600	A
USGS	06934500	1931-04-23	55000	A
USGS	06934500	1931-04-24	74100	A
USGS	06934500	1931-04-25	79600	A
USGS	06934500	1931-04-26	77200	A
USGS	06934500	1931-04-27	65100	A
USGS	06934500	1931-04-28	59000	A
USGS	06934500	1931-04-29	57000	A
USGS	06934500	1931-04-30	55000	A
USGS	06934500	1931-05-01	48400	A
USGS	06934500	1931-05-02	44800	A
USGS	06934500	1931-05-03	42400	A
USGS	06934500	1931-05-04	39400	A
USGS	06934500	1931-05-05	37100	A
USGS	06934500	1931-05-06	35900	A
USGS	06934500	1931-05-07	33100	A
USGS	06934500	1931-05-08	32500	A
USGS	06934500	1931-05-09	32000	A
USGS	06934500	1931-05-10	32500	A
USGS	06934500	1931-05-11	33600	A
USGS	06934500	1931-05-12	35900	A
USGS	06934500	1931-05-13	38800	A
USGS	06934500	1931-05-14	41200	A
USGS	06934500	1931-05-15	40600	A
USGS	06934500	1931-05-16	38800	A
USGS	06934500	1931-05-17	37100	A
USGS	06934500	1931-05-18	34200	A
USGS	06934500	1931-05-19	50200	A
USGS	06934500	1931-05-20	121000	A
USGS	06934500	1931-05-21	91200	A
USGS	06934500	1931-05-22	71900	A
USGS	06934500	1931-05-23	78500	A
USGS	06934500	1931-05-24	63100	A
USGS	06934500	1931-05-25	62000	A
USGS	06934500	1931-05-26	55000	A
USGS	06934500	1931-05-27	46000	A
USGS	06934500	1931-05-28	44200	A
USGS	06934500	1931-05-29	40600	A
USGS	06934500	1931-05-30	37100	A
USGS	06934500	1931-05-31	35400	A
USGS	06934500	1931-06-01	37100	A
USGS	06934500	1931-06-02	41200	A
USGS	06934500	1931-06-03	45400	A
USGS	06934500	1931-06-04	44800	A
USGS	06934500	1931-06-05	42400	A
USGS	06934500	1931-06-06	41200	A
USGS	06934500	1931-06-07	40000	A
USGS	06934500	1931-06-08	40000	A
USGS	06934500	1931-06-09	49600	A
USGS	06934500	1931-06-10	73000	A
USGS	06934500	1931-06-11	84000	A
USGS	06934500	1931-06-12	74100	A
USGS	06934500	1931-06-13	79600	A
USGS	06934500	1931-06-14	76300	A
USGS	06934500	1931-06-15	68600	A
USGS	06934500	1931-06-16	60000	A
USGS	06934500	1931-06-17	54000	A
USGS	06934500	1931-06-18	51400	A
USGS	06934500	1931-06-19	47800	A
USGS	06934500	1931-06-20	47800	A
USGS	06934500	1931-06-21	49600	A
USGS	06934500	1931-06-22	46600	A
USGS	06934500	1931-06-23	48400	A
USGS	06934500	1931-06-24	57000	A
USGS	06934500	1931-06-25	58000	A
USGS	06934500	1931-06-26	57000	A
USGS	06934500	1931-06-27	66400	A
USGS	06934500	1931-06-28	69700	A
USGS	06934500	1931-06-29	69700	A
USGS	06934500	1931-06-30	61000	A
USGS	06934500	1931-07-01	54000	A
USGS	06934500	1931-07-02	50800	A
USGS	06934500	1931-07-03	49000	A
USGS	06934500	1931-07-04	49000	A
USGS	06934500	1931-07-05	48400	A
USGS	06934500	1931-07-06	47200	A
USGS	06934500	1931-07-07	47200	A
USGS	06934500	1931-07-08	48400	A
USGS	06934500	1931-07-09	47800	A
USGS	06934500	1931-07-10	46600	A
USGS	06934500	1931-07-11	44800	A
USGS	06934500	1931-07-12	43000	A
USGS	06934500	1931-07-13	42400	A
USGS	06934500	1931-07-14	42400	A
USGS	06934500	1931-07-15	42400	A
USGS	06934500	1931-07-16	41200	A
USGS	06934500	1931-07-17	40000	A
USGS	06934500	1931-07-18	40000	A
USGS	06934500	1931-07-19	40000	A
USGS	06934500	1931-07-20	40000	A
USGS	06934500	1931-07-21	39400	A
USGS	06934500	1931-07-22	39400	A
USGS	06934500	1931-07-23	38300	A
USGS	06934500	1931-07-24	35900	A
USGS	06934500	1931-07-25	33600	A
USGS	06934500	1931-07-26	32500	A
USGS	06934500	1931-07-27	30800	A
USGS	06934500	1931-07-28	28600	A
USGS	06934500	1931-07-29	26900	A
USGS	06934500	1931-07-30	26400	A
USGS	06934500	1931-07-31	25200	A
USGS	06934500	1931-08-01	24200	A
USGS	06934500	1931-08-02	23200	A
USGS	06934500	1931-08-03	22800	A
USGS	06934500	1931-08-04	22300	A
USGS	06934500	1931-08-05	21400	A
USGS	06934500	1931-08-06	21400	A
USGS	06934500	1931-08-07	22300	A
USGS	06934500	1931-08-08	27500	A
USGS	06934500	1931-08-09	34800	A
USGS	06934500	1931-08-10	41800	A
USGS	06934500	1931-08-11	41200	A
USGS	06934500	1931-08-12	35400	A
USGS	06934500	1931-08-13	30300	A
USGS	06934500	1931-08-14	25200	A
USGS	06934500	1931-08-15	26900	A
USGS	06934500	1931-08-16	29700	A
USGS	06934500	1931-08-17	29700	A
USGS	06934500	1931-08-18	25800	A
USGS	06934500	1931-08-19	24200	A
USGS	06934500	1931-08-20	25200	A
USGS	06934500	1931-08-21	24200	A
USGS	06934500	1931-08-22	23700	A
USGS	06934500	1931-08-23	23700	A
USGS	06934500	1931-08-24	22800	A
USGS	06934500	1931-08-25	22800	A
USGS	06934500	1931-08-26	23700	A
USGS	06934500	1931-08-27	22800	A
USGS	06934500	1931-08-28	21400	A
USGS	06934500	1931-08-29	20600	A
USGS	06934500	1931-08-30	20600	A
USGS	06934500	1931-08-31	21400	A
USGS	06934500	1931-09-01	28600	A
USGS	06934500	1931-09-02	57000	A
USGS	06934500	1931-09-03	49600	A
USGS	06934500	1931-09-04	43600	A
USGS	06934500	1931-09-05	49600	A
USGS	06934500	1931-09-06	59000	A
USGS	06934500	1931-09-07	60000	A
USGS	06934500	1931-09-08	47800	A
USGS	06934500	1931-09-09	40000	A
USGS	06934500	1931-09-10	36500	A
USGS	06934500	1931-09-11	34200	A
USGS	06934500	1931-09-12	31400	A
USGS	06934500	1931-09-13	26900	A
USGS	06934500	1931-09-14	23200	A
USGS	06934500	1931-09-15	21400	A
USGS	06934500	1931-09-16	19700	A
USGS	06934500	1931-09-17	21400	A
USGS	06934500	1931-09-18	19700	A
USGS	06934500	1931-09-19	23200	A
USGS	06934500	1931-09-20	22300	A
USGS	06934500	1931-09-21	18500	A
USGS	06934500	1931-09-22	17300	A
USGS	06934500	1931-09-23	19300	A
USGS	06934500	1931-09-24	21400	A
USGS	06934500	1931-09-25	34800	A
USGS	06934500	1931-09-26	47800	A
USGS	06934500	1931-09-27	58000	A
USGS	06934500	1931-09-28	54000	A
USGS	06934500	1931-09-29	53000	A
USGS	06934500	1931-09-30	61000	A
USGS	06934500	1931-10-01	60000	A
USGS	06934500	1931-10-02	50800	A
USGS	06934500	1931-10-03	43600	A
USGS	06934500	1931-10-04	34800	A
USGS	06934500	1931-10-05	29700	A
USGS	06934500	1931-10-06	25800	A
USGS	06934500	1931-10-07	22800	A
USGS	06934500	1931-10-08	22300	A
USGS	06934500	1931-10-09	22300	A
USGS	06934500	1931-10-10	23700	A
USGS	06934500	1931-10-11	31500	A
USGS	06934500	1931-10-12	38300	A
USGS	06934500	1931-10-13	45500	A
USGS	06934500	1931-10-14	64800	A
USGS	06934500	1931-10-15	76300	A
USGS	06934500	1931-10-16	73000	A
USGS	06934500	1931-10-17	69700	A
USGS	06934500	1931-10-18	64200	A
USGS	06934500	1931-10-19	52000	A
USGS	06934500	1931-10-20	44800	A
USGS	06934500	1931-10-21	39400	A
USGS	06934500	1931-10-22	35400	A
USGS	06934500	1931-10-23	32000	A
USGS	06934500	1931-10-24	28600	A
USGS	06934500	1931-10-25	26400	A
USGS	06934500	1931-10-26	24200	A
USGS	06934500	1931-10-27	23700	A
USGS	06934500	1931-10-28	23700	A
USGS	06934500	1931-10-29	23700	A
USGS	06934500	1931-10-30	23700	A
USGS	06934500	1931-10-31	25800	A
USGS	06934500	1931-11-01	26500	A
USGS	06934500	1931-11-02	25500	A
USGS	06934500	1931-11-03	24500	A
USGS	06934500	1931-11-04	23500	A
USGS	06934500	1931-11-05	23000	A
USGS	06934500	1931-11-06	22000	A
USGS	06934500	1931-11-07	21500	A
USGS	06934500	1931-11-08	21000	A
USGS	06934500	1931-11-09	21500	A
USGS	06934500	1931-11-10	20500	A
USGS	06934500	1931-11-11	20500	A
USGS	06934500	1931-11-12	22500	A
USGS	06934500	1931-11-13	22500	A
USGS	06934500	1931-11-14	25000	A
USGS	06934500	1931-11-15	32500	A
USGS	06934500	1931-11-16	36500	A
USGS	06934500	1931-11-17	47300	A
USGS	06934500	1931-11-18	77400	A
USGS	06934500	1931-11-19	99400	A
USGS	06934500	1931-11-20	120000	A
USGS	06934500	1931-11-21	141000	A
USGS	06934500	1931-11-22	137000	A
USGS	06934500	1931-11-23	146000	A
USGS	06934500	1931-11-24	162000	A
USGS	06934500	1931-11-25	181000	A
USGS	06934500	1931-11-26	204000	A
USGS	06934500	1931-11-27	229000	A
USGS	06934500	1931-11-28	255000	A
USGS	06934500	1931-11-29	267000	A
USGS	06934500	1931-11-30	263000	A
USGS	06934500	1931-12-01	229000	A
USGS	06934500	1931-12-02	187000	A
USGS	06934500	1931-12-03	146000	A
USGS	06934500	1931-12-04	108000	A
USGS	06934500	1931-12-05	89300	A
USGS	06934500	1931-12-06	69300	A
USGS	06934500	1931-12-07	55500	A
USGS	06934500	1931-12-08	49600	A
USGS	06934500	1931-12-09	49000	A
USGS	06934500	1931-12-10	46100	A
USGS	06934500	1931-12-11	45400	A
USGS	06934500	1931-12-12	45400	A
USGS	06934500	1931-12-13	49200	A
USGS	06934500	1931-12-14	56900	A
USGS	06934500	1931-12-15	64300	A
USGS	06934500	1931-12-16	70000	A
USGS	06934500	1931-12-17	69000	A
USGS	06934500	1931-12-18	61800	A
USGS	06934500	1931-12-19	56100	A
USGS	06934500	1931-12-20	50500	A
USGS	06934500	1931-12-21	47300	A
USGS	06934500	1931-12-22	45400	A
USGS	06934500	1931-12-23	45400	A
USGS	06934500	1931-12-24	43000	A
USGS	06934500	1931-12-25	40600	A
USGS	06934500	1931-12-26	39500	A
USGS	06934500	1931-12-27	37100	A
USGS	06934500	1931-12-28	35400	A
USGS	06934500	1931-12-29	35400	A
USGS	06934500	1931-12-30	38900	A
USGS	06934500	1931-12-31	43600	A
USGS	06934500	1932-01-01	68000	A
USGS	06934500	1932-01-02	67000	A
USGS	06934500	1932-01-03	81000	A
USGS	06934500	1932-01-04	102000	A
USGS	06934500	1932-01-05	126000	A
USGS	06934500	1932-01-06	155000	A
USGS	06934500	1932-01-07	146000	A
USGS	06934500	1932-01-08	130000	A
USGS	06934500	1932-01-09	114000	A
USGS	06934500	1932-01-10	94800	A
USGS	06934500	1932-01-11	73000	A
USGS	06934500	1932-01-12	56100	A
USGS	06934500	1932-01-13	51100	A
USGS	06934500	1932-01-14	47300	A
USGS	06934500	1932-01-15	47300	A
USGS	06934500	1932-01-16	52500	A
USGS	06934500	1932-01-17	67000	A
USGS	06934500	1932-01-18	65200	A
USGS	06934500	1932-01-19	58500	A
USGS	06934500	1932-01-20	58500	A
USGS	06934500	1932-01-21	56900	A
USGS	06934500	1932-01-22	53200	A
USGS	06934500	1932-01-23	53200	A
USGS	06934500	1932-01-24	55400	A
USGS	06934500	1932-01-25	56900	A
USGS	06934500	1932-01-26	60200	A
USGS	06934500	1932-01-27	67000	A
USGS	06934500	1932-01-28	61800	A
USGS	06934500	1932-01-29	55400	A
USGS	06934500	1932-01-30	51800	A
USGS	06934500	1932-01-31	48500	A
USGS	06934500	1932-02-01	44800	A
USGS	06934500	1932-02-02	42400	A
USGS	06934500	1932-02-03	42400	A
USGS	06934500	1932-02-04	43000	A
USGS	06934500	1932-02-05	42400	A
USGS	06934500	1932-02-06	43000	A
USGS	06934500	1932-02-07	43000	A
USGS	06934500	1932-02-08	40100	A
USGS	06934500	1932-02-09	37900	A
USGS	06934500	1932-02-10	41400	A
USGS	06934500	1932-02-11	48800	A
USGS	06934500	1932-02-12	51500	A
USGS	06934500	1932-02-13	48800	A
USGS	06934500	1932-02-14	47500	A
USGS	06934500	1932-02-15	46900	A
USGS	06934500	1932-02-16	46900	A
USGS	06934500	1932-02-17	56700	A
USGS	06934500	1932-02-18	59200	A
USGS	06934500	1932-02-19	57500	A
USGS	06934500	1932-02-20	57500	A
USGS	06934500	1932-02-21	55900	A
USGS	06934500	1932-02-22	55100	A
USGS	06934500	1932-02-23	55100	A
USGS	06934500	1932-02-24	58500	A
USGS	06934500	1932-02-25	59300	A
USGS	06934500	1932-02-26	57700	A
USGS	06934500	1932-02-27	57700	A
USGS	06934500	1932-02-28	58500	A
USGS	06934500	1932-02-29	53900	A
USGS	06934500	1932-03-01	51100	A
USGS	06934500	1932-03-02	57700	A
USGS	06934500	1932-03-03	69000	A
USGS	06934500	1932-03-04	90900	A
USGS	06934500	1932-03-05	90900	A
USGS	06934500	1932-03-06	88300	A
USGS	06934500	1932-03-07	89600	A
USGS	06934500	1932-03-08	98700	A
USGS	06934500	1932-03-09	110000	A
USGS	06934500	1932-03-10	94300	A
USGS	06934500	1932-03-11	64800	A
USGS	06934500	1932-03-12	48400	A
USGS	06934500	1932-03-13	38500	A
USGS	06934500	1932-03-14	33300	A
USGS	06934500	1932-03-15	29500	A
USGS	06934500	1932-03-16	32200	A
USGS	06934500	1932-03-17	32200	A
USGS	06934500	1932-03-18	33900	A
USGS	06934500	1932-03-19	41500	A
USGS	06934500	1932-03-20	44400	A
USGS	06934500	1932-03-21	43800	A
USGS	06934500	1932-03-22	47400	A
USGS	06934500	1932-03-23	63000	A
USGS	06934500	1932-03-24	74000	A
USGS	06934500	1932-03-25	75000	A
USGS	06934500	1932-03-26	74000	A
USGS	06934500	1932-03-27	81400	A
USGS	06934500	1932-03-28	83800	A
USGS	06934500	1932-03-29	81400	A
USGS	06934500	1932-03-30	78600	A
USGS	06934500	1932-03-31	93500	A
USGS	06934500	1932-04-01	97400	A
USGS	06934500	1932-04-02	79800	A
USGS	06934500	1932-04-03	68000	A
USGS	06934500	1932-04-04	64300	A
USGS	06934500	1932-04-05	71000	A
USGS	06934500	1932-04-06	81000	A
USGS	06934500	1932-04-07	72000	A
USGS	06934500	1932-04-08	62600	A
USGS	06934500	1932-04-09	58500	A
USGS	06934500	1932-04-10	53900	A
USGS	06934500	1932-04-11	53200	A
USGS	06934500	1932-04-12	67000	A
USGS	06934500	1932-04-13	93500	A
USGS	06934500	1932-04-14	102000	A
USGS	06934500	1932-04-15	103000	A
USGS	06934500	1932-04-16	93500	A
USGS	06934500	1932-04-17	77400	A
USGS	06934500	1932-04-18	65200	A
USGS	06934500	1932-04-19	58500	A
USGS	06934500	1932-04-20	58500	A
USGS	06934500	1932-04-21	61800	A
USGS	06934500	1932-04-22	57700	A
USGS	06934500	1932-04-23	54600	A
USGS	06934500	1932-04-24	63400	A
USGS	06934500	1932-04-25	74000	A
USGS	06934500	1932-04-26	75000	A
USGS	06934500	1932-04-27	77000	A
USGS	06934500	1932-04-28	75000	A
USGS	06934500	1932-04-29	67300	A
USGS	06934500	1932-04-30	62300	A
USGS	06934500	1932-05-01	57600	A
USGS	06934500	1932-05-02	54100	A
USGS	06934500	1932-05-03	50200	A
USGS	06934500	1932-05-04	47300	A
USGS	06934500	1932-05-05	46700	A
USGS	06934500	1932-05-06	52500	A
USGS	06934500	1932-05-07	59300	A
USGS	06934500	1932-05-08	63400	A
USGS	06934500	1932-05-09	77400	A
USGS	06934500	1932-05-10	85800	A
USGS	06934500	1932-05-11	98700	A
